base_condition_key,scale,architecture,failure_family,load,seed,map_signature,best_healing_id,split
S3|A|F1|L1|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,A,F1,L1,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|A|F1|L1|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,A,F1,L1,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|A|F1|L1|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,A,F1,L1,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|A|F1|L2|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,A,F1,L2,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|A|F1|L2|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,A,F1,L2,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|A|F1|L2|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,A,F1,L2,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|A|F1|L2|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,A,F1,L2,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|A|F2|L1|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,A,F2,L1,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|A|F2|L1|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,A,F2,L1,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|A|F2|L1|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,A,F2,L1,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|A|F2|L1|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,A,F2,L1,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|A|F2|L2|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,A,F2,L2,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|A|F2|L2|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,A,F2,L2,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|A|F2|L2|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,A,F2,L2,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|A|F2|L2|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,A,F2,L2,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|A|F3|L1|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,A,F3,L1,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|A|F3|L1|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,A,F3,L1,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|A|F3|L1|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,A,F3,L1,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|A|F3|L1|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,A,F3,L1,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|A|F3|L2|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,A,F3,L2,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|A|F3|L2|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,A,F3,L2,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|A|F3|L2|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,A,F3,L2,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|A|F3|L2|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,A,F3,L2,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|A|F4|L1|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,A,F4,L1,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|A|F4|L1|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,A,F4,L1,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|A|F4|L1|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,A,F4,L1,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|A|F4|L1|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,A,F4,L1,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|A|F4|L2|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,A,F4,L2,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|A|F4|L2|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,A,F4,L2,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|A|F4|L2|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,A,F4,L2,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|A|F4|L2|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,A,F4,L2,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|B|F0|L1|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,B,F0,L1,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|B|F0|L1|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,B,F0,L1,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|B|F0|L1|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,B,F0,L1,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|B|F0|L1|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,B,F0,L1,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|B|F0|L2|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,B,F0,L2,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|B|F0|L2|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,B,F0,L2,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|B|F0|L2|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,B,F0,L2,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|B|F0|L2|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,B,F0,L2,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|B|F1|L1|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,B,F1,L1,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|B|F1|L1|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,B,F1,L1,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|B|F1|L1|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,B,F1,L1,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|B|F1|L1|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,B,F1,L1,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|B|F1|L2|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,B,F1,L2,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|B|F1|L2|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,B,F1,L2,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|B|F1|L2|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,B,F1,L2,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|B|F1|L2|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,B,F1,L2,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|B|F2|L1|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,B,F2,L1,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|B|F2|L1|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,B,F2,L1,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|B|F2|L1|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,B,F2,L1,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|B|F2|L1|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,B,F2,L1,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|B|F2|L2|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,B,F2,L2,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|B|F2|L2|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,B,F2,L2,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|B|F2|L2|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,B,F2,L2,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|B|F2|L2|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,B,F2,L2,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|B|F3|L1|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,B,F3,L1,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|B|F3|L1|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,B,F3,L1,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|B|F3|L1|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,B,F3,L1,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|B|F3|L1|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,B,F3,L1,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|B|F3|L2|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,B,F3,L2,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|B|F3|L2|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,B,F3,L2,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|B|F3|L2|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,B,F3,L2,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|B|F3|L2|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,B,F3,L2,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|B|F4|L1|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,B,F4,L1,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|B|F4|L1|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,B,F4,L1,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|B|F4|L1|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,B,F4,L1,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|B|F4|L1|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,B,F4,L1,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|B|F4|L2|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,B,F4,L2,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|B|F4|L2|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,B,F4,L2,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|B|F4|L2|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,B,F4,L2,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|B|F4|L2|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,B,F4,L2,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S4|A|F0|L1|1|423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,S4,A,F0,L1,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,,train
S4|A|F0|L1|2|78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,S4,A,F0,L1,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,,train
S4|A|F0|L1|3|932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,S4,A,F0,L1,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,,train
S4|A|F0|L1|4|edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,S4,A,F0,L1,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,,train
S4|A|F0|L2|1|423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,S4,A,F0,L2,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,,train
S4|A|F0|L2|2|78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,S4,A,F0,L2,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,,train
S4|A|F0|L2|3|932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,S4,A,F0,L2,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,,train
S4|A|F0|L2|4|edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,S4,A,F0,L2,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,,train
S4|A|F1|L1|1|423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,S4,A,F1,L1,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,,train
S4|A|F1|L1|2|78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,S4,A,F1,L1,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,,train
S4|A|F1|L1|3|932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,S4,A,F1,L1,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,,train
S4|A|F1|L1|4|edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,S4,A,F1,L1,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,,train
S4|A|F1|L2|1|423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,S4,A,F1,L2,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,,train
S4|A|F1|L2|2|78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,S4,A,F1,L2,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,,train
S4|A|F1|L2|3|932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,S4,A,F1,L2,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,,train
S4|A|F1|L2|4|edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,S4,A,F1,L2,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,,train
S4|A|F2|L1|1|423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,S4,A,F2,L1,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,,train
S4|A|F2|L1|2|78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,S4,A,F2,L1,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,,train
S4|A|F2|L1|3|932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,S4,A,F2,L1,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,,train
S4|A|F2|L1|4|edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,S4,A,F2,L1,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,,train
S4|A|F2|L2|1|423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,S4,A,F2,L2,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,,train
S4|A|F2|L2|2|78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,S4,A,F2,L2,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,,train
S4|A|F2|L2|3|932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,S4,A,F2,L2,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,,train
S4|A|F2|L2|4|edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,S4,A,F2,L2,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,,train
S4|A|F3|L1|1|423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,S4,A,F3,L1,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,,train
S4|A|F3|L1|2|78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,S4,A,F3,L1,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,,train
S4|A|F3|L1|3|932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,S4,A,F3,L1,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,,train
S4|A|F3|L1|4|edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,S4,A,F3,L1,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,,train
S4|A|F3|L2|1|423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,S4,A,F3,L2,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,,train
S4|A|F3|L2|2|78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,S4,A,F3,L2,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,,train
S4|A|F3|L2|3|932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,S4,A,F3,L2,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,,train
S4|A|F3|L2|4|edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,S4,A,F3,L2,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,,train
S4|A|F4|L1|1|423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,S4,A,F4,L1,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,,train
S4|A|F4|L1|2|78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,S4,A,F4,L1,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,,train
S4|A|F4|L1|3|932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,S4,A,F4,L1,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,,train
S4|A|F4|L1|4|edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,S4,A,F4,L1,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,,train
S4|A|F4|L2|1|423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,S4,A,F4,L2,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,,train
S4|A|F4|L2|2|78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,S4,A,F4,L2,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,,train
S4|A|F4|L2|3|932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,S4,A,F4,L2,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,,train
S4|A|F4|L2|4|edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,S4,A,F4,L2,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,,train
S4|B|F0|L1|1|423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,S4,B,F0,L1,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,,train
S4|B|F0|L1|2|78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,S4,B,F0,L1,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,,train
S4|B|F0|L1|3|932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,S4,B,F0,L1,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,,train
S4|B|F0|L1|4|edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,S4,B,F0,L1,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,,train
S4|B|F0|L2|1|423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,S4,B,F0,L2,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,,train
S4|B|F0|L2|2|78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,S4,B,F0,L2,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,,train
S4|B|F0|L2|3|932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,S4,B,F0,L2,3,932b032993d949d3d50d4721e54e068dc8ec0948cf3e53f57cc976107fb3cad0,,train
S4|B|F0|L2|4|edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,S4,B,F0,L2,4,edb9979fddbcaaf38afb763a3bf2ad2bb614e642b97ee668192adf717d0352a0,,train
S4|B|F1|L1|1|423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,S4,B,F1,L1,1,423938e85954e728adb69c6ce0e27efb0ac53c4050f8c5fff75a318054de0927,,train
S4|B|F1|L1|2|78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,S4,B,F1,L1,2,78ce56e350fb15390afab4d62aa50014431b8ac64fc9c9bb6fcb11491161c9e5,,train
